10388,42,76.36,4,03-03-2005,Shipped,1,3,2005,Motorcycles,95,S10_1678,FunGiftIdeas.com,5085552555,1785 First Street,,New Bedford,MA,50553,USA,,21,Carrie Jones,16076,3207.12,Sales3
10403,24,100,7,04-08-2005,Shipped,2,4,2005,Motorcycles,95,S10_1678,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA,29,Mike Norris,40398,2400,Sales3
10417,66,100,2,05-13-2005,Disputed,2,5,2005,Motorcycles,95,S10_1678,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,44,Diana Wagner,18741,6600,Sales3
10103,26,100,11,01-29-2003,Shipped,1,1,2003,Classic Cars,214,S10_1949,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA,17,Wendy Andrews,45301,2600,Sales3
10112,29,100,1,03-24-2003,Shipped,1,3,2003,Classic Cars,214,S10_1949,"Volvo Model Replicas, Co",0921-12 3555,BerguvsvÃ¯Â¿Â½gen  8,,Lule,,S-958 22,Sweden,EMEA,20,Alan Johnson,34913,2900,Sales3
10126,38,100,11,05-28-2003,Shipped,2,5,2003,Classic Cars,214,S10_1949,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,12,Frederick Martinez,22649,3800,Sales3
10140,37,100,11,07-24-2003,Shipped,3,7,2003,Classic Cars,214,S10_1949,Technics Stores Inc.,6505556809,9408 Furth Circle,,Burlingame,CA,94217,USA,,37,Colton Fisher,44520,3700,Sales3
10150,45,100,8,09-19-2003,Shipped,3,9,2003,Classic Cars,214,S10_1949,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,50,Amanda Mccoy,48639,4500,Sales3
10163,21,100,1,10-20-2003,Shipped,4,10,2003,Classic Cars,214,S10_1949,Classic Legends Inc.,2125558493,5905 Pompton St.,Suite 750,NYC,NY,10022,USA,,51,Kimberly White,49047,2100,Sales3
10174,34,100,4,11-06-2003,Shipped,4,11,2003,Classic Cars,214,S10_1949,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,,South Brisbane,Queensland,4101,Australia,APAC,14,Michael Farmer,23303,3400,Sales3
10183,23,100,8,11-13-2003,Shipped,4,11,2003,Classic Cars,214,S10_1949,"Classic Gift Ideas, Inc",2155554695,782 First Street,,Philadelphia,PA,71270,USA,,20,Alan Johnson,34913,2300,Sales3
10194,42,100,11,11-25-2003,Shipped,4,11,2003,Classic Cars,214,S10_1949,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,27,Daniel Harrington,44477,4200,Sales3
10206,47,100,6,12-05-2003,Shipped,4,12,2003,Classic Cars,214,S10_1949,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,,Vancouver,BC,V3F 2K1,Canada,,24,Wesley Brown,22981,4700,Sales3
10215,35,100,3,01-29-2004,Shipped,1,1,2004,Classic Cars,214,S10_1949,West Coast Collectables Co.,3105553722,3675 Furth Circle,,Burbank,CA,94019,USA,,3,Morgan Oneal,20602,3500,Sales3
10228,29,100,2,03-10-2004,Shipped,1,3,2004,Classic Cars,214,S10_1949,Cambridge Collectables Co.,6175555555,4658 Baden Av.,,Cambridge,MA,51247,USA,,29,Mike Norris,40398,2900,Sales3
10245,34,100,9,05-04-2004,Shipped,2,5,2004,Classic Cars,214,S10_1949,Super Scale Inc.,2035559545,567 North Pendale Street,,New Haven,CT,97823,USA,,52,Jennifer Griffin,49321,3400,Sales3
10258,32,100,6,06-15-2004,Shipped,2,6,2004,Classic Cars,214,S10_1949,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,52,Jennifer Griffin,49321,3200,Sales5
10270,21,100,9,07-19-2004,Shipped,3,7,2004,Classic Cars,214,S10_1949,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,58,Sarah Lee,15126,2100,Sales5
10280,34,100,2,08-17-2004,Shipped,3,8,2004,Classic Cars,214,S10_1949,Amica Models & Co.,011-4988555,Via Monte Bianco 34,,Torino,,10100,Italy,EMEA,20,Alan Johnson,34913,3400,Sales5
10291,37,100,11,09-08-2004,Shipped,3,9,2004,Classic Cars,214,S10_1949,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,42,Tammy Bird,47036,3700,Sales5
10304,47,100,6,10-11-2004,Shipped,4,10,2004,Classic Cars,214,S10_1949,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",,Versailles,,78000,France,EMEA,6,Michael Klein,35889,4700,Sales5
10312,48,100,3,10-21-2004,Shipped,4,10,2004,Classic Cars,214,S10_1949,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,24,Wesley Brown,22981,4800,Sales5
10322,40,100,1,11-04-2004,Shipped,4,11,2004,Classic Cars,214,S10_1949,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,,40,Martin Navarro,20550,4000,Sales5
10333,26,100,3,11-18-2004,Shipped,4,11,2004,Classic Cars,214,S10_1949,Mini Wheels Co.,6505555787,5557 North Pendale Street,,San Francisco,CA,,USA,,7,Juan Wade,46965,2600,Sales5
10347,30,100,1,11-29-2004,Shipped,4,11,2004,Classic Cars,214,S10_1949,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,24,Wesley Brown,22981,3000,Sales5
10357,32,100,10,12-10-2004,Shipped,4,12,2004,Classic Cars,214,S10_1949,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,21,Carrie Jones,16076,3200,Sales5
10369,41,100,2,01-20-2005,Shipped,1,1,2005,Classic Cars,214,S10_1949,Collectables For Less Inc.,6175558555,7825 Douglas Av.,,Brickhaven,MA,58339,USA,,39,Nathaniel Lopez,28338,4100,Sales5
10381,36,100,3,02-17-2005,Shipped,1,2,2005,Classic Cars,214,S10_1949,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,,20,Alan Johnson,34913,3600,Sales5
10391,24,100,4,03-09-2005,Shipped,1,3,2005,Classic Cars,214,S10_1949,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,49,Regina Alvarado,48049,2400,Sales5
10411,23,100,9,05-01-2005,Shipped,2,5,2005,Classic Cars,214,S10_1949,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,,Montreal,Quebec,H1J 1C3,Canada,,21,Carrie Jones,16076,2300,Sales2
10424,50,100,6,05-31-2005,In Process,2,5,2005,Classic Cars,214,S10_1949,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,51,Kimberly White,49047,5000,Sales2
10107,39,99.91,5,02-24-2003,Shipped,1,2,2003,Motorcycles,118,S10_2016,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,,4,Peter Bradley,43860,3896.49,Sales2
10120,29,96.34,3,04-29-2003,Shipped,2,4,2003,Motorcycles,118,S10_2016,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,47,Bryan Weber,10433,2793.86,Sales2
10134,27,100,5,07-01-2003,Shipped,3,7,2003,Motorcycles,118,S10_2016,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,,Paris,,75508,France,EMEA,60,Stephen Lewis,44608,2700,Sales2
10145,37,100,9,08-25-2003,Shipped,3,8,2003,Motorcycles,118,S10_2016,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,USA,,19,Cameron Mitchell,22830,3700,Sales2
10159,37,100,17,10-10-2003,Shipped,4,10,2003,Motorcycles,118,S10_2016,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,,27,Daniel Harrington,44477,3700,Sales2
10168,27,100,4,10-28-2003,Shipped,4,10,2003,Motorcycles,118,S10_2016,Technics Stores Inc.,6505556809,9408 Furth Circle,,Burlingame,CA,94217,USA,,52,Jennifer Griffin,49321,2700,Sales2
10180,42,100,12,11-11-2003,Shipped,4,11,2003,Motorcycles,118,S10_2016,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",,Lille,,59000,France,EMEA,35,Pamela Bowman,49728,4200,Sales2
10188,38,96.34,4,11-18-2003,Shipped,4,11,2003,Motorcycles,118,S10_2016,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,EMEA,4,Peter Bradley,43860,3660.92,Sales2
10201,24,100,5,12-01-2003,Shipped,4,12,2003,Motorcycles,118,S10_2016,Mini Wheels Co.,6505555787,5557 North Pendale Street,,San Francisco,CA,,USA,,58,Sarah Lee,15126,2400,Sales2
10210,23,100,2,01-12-2004,Shipped,1,1,2004,Motorcycles,118,S10_2016,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",,Osaka,Osaka,530-0003,Japan,Japan,31,John Conner,37266,2300,Sales2
10223,47,100,4,02-20-2004,Shipped,1,2,2004,Motorcycles,118,S10_2016,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,51,Kimberly White,49047,4700,Sales5
10236,22,100,1,04-03-2004,Shipped,2,4,2004,Motorcycles,118,S10_2016,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,,Philadelphia,PA,71270,USA,,15,Ann Chapman,29766,2200,Sales5
10251,44,100,5,05-18-2004,Shipped,2,5,2004,Motorcycles,118,S10_2016,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,,Newark,NJ,94019,USA,,9,Terri Haney,34895,4400,Sales5
10263,40,100,5,06-28-2004,Shipped,2,6,2004,Motorcycles,118,S10_2016,Gift Depot Inc.,2035552570,25593 South Bay Ln.,,Bridgewater,CT,97562,USA,,45,Valerie Davis,37798,4000,Sales5
10275,22,100,4,07-23-2004,Shipped,3,7,2004,Motorcycles,118,S10_2016,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,5,Amber Harris,27494,2200,Sales5
10285,47,100,9,08-27-2004,Shipped,3,8,2004,Motorcycles,118,S10_2016,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,,Cambridge,MA,51247,USA,,37,Colton Fisher,44520,4700,Sales5
10298,39,96.34,1,09-27-2004,Shipped,3,9,2004,Motorcycles,118,S10_2016,Atelier graphique,40.32.2555,"54, rue Royale",,Nantes,,44000,France,EMEA,3,Morgan Oneal,20602,3757.26,Sales5
10308,34,100,2,10-15-2004,Shipped,4,10,2004,Motorcycles,118,S10_2016,Mini Classics,9145554562,3758 North Pendale Street,,White Plains,NY,24067,USA,,28,Brett Ward,44766,3400,Sales5
10318,45,100,4,11-02-2004,Shipped,4,11,2004,Motorcycles,118,S10_2016,Diecast Classics Inc.,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,,53,Victoria Griffin,49461,4500,Sales5
10329,20,100,2,11-15-2004,Shipped,4,11,2004,Motorcycles,118,S10_2016,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,,16,Haley Dillon,28919,2000,Sales5
10339,40,68.92,4,11-23-2004,Shipped,4,11,2004,Motorcycles,118,S10_2016,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,48,Jennifer Mason,33870,2756.8,Sales5
10361,26,51.15,8,12-17-2004,Shipped,4,12,2004,Motorcycles,118,S10_2016,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,2,Jacqueline Hill,29717,1329.9,Sales5
10374,39,100,5,02-02-2005,Shipped,1,2,2005,Motorcycles,118,S10_2016,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,,South Brisbane,Queensland,4101,Australia,APAC,51,Kimberly White,49047,3900,Sales5
10388,50,44.51,5,03-03-2005,Shipped,1,3,2005,Motorcycles,118,S10_2016,FunGiftIdeas.com,5085552555,1785 First Street,,New Bedford,MA,50553,USA,,8,Samantha Smith,37158,2225.5,Sales5
10402,45,100,1,04-07-2005,Shipped,2,4,2005,Motorcycles,118,S10_2016,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",,Paris,,75016,France,EMEA,17,Wendy Andrews,45301,4500,Sales5
10417,45,100,5,05-13-2005,Disputed,2,5,2005,Motorcycles,118,S10_2016,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,46,Michelle Gilbert,42765,4500,Sales5
10107,27,100,4,02-24-2003,Shipped,1,2,2003,Motorcycles,193,S10_4698,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,,5,Amber Harris,27494,2700,Sales5
10120,46,100,2,04-29-2003,Shipped,2,4,2003,Motorcycles,193,S10_4698,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,30,Lisa Brewer,17692,4600,Sales5
10134,31,100,4,07-01-2003,Shipped,3,7,2003,Motorcycles,193,S10_4698,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,,Paris,,75508,France,EMEA,34,Elizabeth Miller,12633,3100,Sales1
10145,33,100,8,08-25-2003,Shipped,3,8,2003,Motorcycles,193,S10_4698,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,USA,,5,Amber Harris,27494,3300,Sales1
10159,22,100,16,10-10-2003,Shipped,4,10,2003,Motorcycles,193,S10_4698,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,,33,Nicholas Calderon,14480,2200,Sales1
10168,20,100,3,10-28-2003,Shipped,4,10,2003,Motorcycles,193,S10_4698,Technics Stores Inc.,6505556809,9408 Furth Circle,,Burlingame,CA,94217,USA,,49,Regina Alvarado,48049,2000,Sales1
10180,41,100,11,11-11-2003,Shipped,4,11,2003,Motorcycles,193,S10_4698,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",,Lille,,59000,France,EMEA,9,Terri Haney,34895,4100,Sales1
10188,45,100,3,11-18-2003,Shipped,4,11,2003,Motorcycles,193,S10_4698,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,EMEA,24,Wesley Brown,22981,4500,Sales1
10201,49,100,4,12-01-2003,Shipped,4,12,2003,Motorcycles,193,S10_4698,Mini Wheels Co.,6505555787,5557 North Pendale Street,,San Francisco,CA,,USA,,41,Angela Dominguez,47737,4900,Sales1
10210,34,100,1,01-12-2004,Shipped,1,1,2004,Motorcycles,193,S10_4698,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",,Osaka,Osaka,530-0003,Japan,Japan,23,William Aguirre,49981,3400,Sales1
10223,49,100,3,02-20-2004,Shipped,1,2,2004,Motorcycles,193,S10_4698,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,26,Olivia Hunter,15873,4900,Sales1
10237,39,100,9,04-05-2004,Shipped,2,4,2004,Motorcycles,193,S10_4698,Vitachrome Inc.,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,,28,Brett Ward,44766,3900,Sales1
10251,43,100,4,05-18-2004,Shipped,2,5,2004,Motorcycles,193,S10_4698,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,,Newark,NJ,94019,USA,,8,Samantha Smith,37158,4300,Sales1
10263,41,100,4,06-28-2004,Shipped,2,6,2004,Motorcycles,193,S10_4698,Gift Depot Inc.,2035552570,25593 South Bay Ln.,,Bridgewater,CT,97562,USA,,41,Angela Dominguez,47737,4100,Sales1
10275,36,100,3,07-23-2004,Shipped,3,7,2004,Motorcycles,193,S10_4698,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,54,Emily Johnson,49343,3600,Sales1
10285,27,100,8,08-27-2004,Shipped,3,8,2004,Motorcycles,193,S10_4698,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,,Cambridge,MA,51247,USA,,17,Wendy Andrews,45301,2700,Sales1
10299,29,100,11,09-30-2004,Shipped,3,9,2004,Motorcycles,193,S10_4698,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,,Helsinki,,21240,Finland,EMEA,42,Tammy Bird,47036,2900,Sales1
10308,20,100,1,10-15-2004,Shipped,4,10,2004,Motorcycles,193,S10_4698,Mini Classics,9145554562,3758 North Pendale Street,,White Plains,NY,24067,USA,,7,Juan Wade,46965,2000,Sales1
10318,37,100,3,11-02-2004,Shipped,4,11,2004,Motorcycles,193,S10_4698,Diecast Classics Inc.,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,,4,Peter Bradley,43860,3700,Sales1
10329,26,100,3,11-15-2004,Shipped,4,11,2004,Motorcycles,193,S10_4698,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,,37,Colton Fisher,44520,2600,Sales1
10339,39,76.67,3,11-23-2004,Shipped,4,11,2004,Motorcycles,193,S10_4698,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,46,Michelle Gilbert,42765,2990.13,Sales1
10362,22,100,4,01-05-2005,Shipped,1,1,2005,Motorcycles,193,S10_4698,Technics Stores Inc.,6505556809,9408 Furth Circle,,Burlingame,CA,94217,USA,,14,Michael Farmer,23303,2200,Sales1
10374,22,100,1,02-02-2005,Shipped,1,2,2005,Motorcycles,193,S10_4698,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,,South Brisbane,Queensland,4101,Australia,APAC,50,Amanda Mccoy,48639,2200,Sales1
10388,21,86.77,7,03-03-2005,Shipped,1,3,2005,Motorcycles,193,S10_4698,FunGiftIdeas.com,5085552555,1785 First Street,,New Bedford,MA,50553,USA,,18,Kristina Stone,49746,1822.17,Sales1
10403,66,100,9,04-08-2005,Shipped,2,4,2005,Motorcycles,193,S10_4698,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA,11,Misty Roberson,30332,6600,Sales3
10417,56,100,4,05-13-2005,Disputed,2,5,2005,Motorcycles,193,S10_4698,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,54,Emily Johnson,49343,5600,Sales3
10105,50,100,2,02-11-2003,Shipped,1,2,2003,Classic Cars,136,S10_4757,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,,Kobenhavn,,1734,Denmark,EMEA,27,Daniel Harrington,44477,5000,Sales3
10119,46,100,11,04-28-2003,Shipped,2,4,2003,Classic Cars,136,S10_4757,Salzburg Collectables,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,54,Emily Johnson,49343,4600,Sales3
10129,33,100,2,06-12-2003,Shipped,2,6,2003,Classic Cars,136,S10_4757,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,,London,,WX3 6FW,UK,EMEA,14,Michael Farmer,23303,3300,Sales3
10143,49,100,15,08-10-2003,Shipped,3,8,2003,Classic Cars,136,S10_4757,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,,New Bedford,MA,50553,USA,,40,Martin Navarro,20550,4900,Sales3
10155,32,100,13,10-06-2003,Shipped,4,10,2003,Classic Cars,136,S10_4757,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,,Helsinki,,21240,Finland,EMEA,48,Jennifer Mason,33870,3200,Sales3
10167,44,100,9,10-23-2003,Cancelled,4,10,2003,Classic Cars,136,S10_4757,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,48,Jennifer Mason,33870,4400,Sales3
10178,24,100,12,11-08-2003,Shipped,4,11,2003,Classic Cars,136,S10_4757,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,,Toulouse,,31000,France,EMEA,60,Stephen Lewis,44608,2400,Sales3
10186,26,100,9,11-14-2003,Shipped,4,11,2003,Classic Cars,136,S10_4757,"Double Decker Gift Stores, Ltd",(171) 555-7555,120 Hanover Sq.,,London,,WA1 1DP,UK,EMEA,40,Martin Navarro,20550,2600,Sales3
10197,45,100,6,11-26-2003,Shipped,4,11,2003,Classic Cars,136,S10_4757,Enaco Distributors,(93) 203 4555,"Rambla de CataluÃ¯Â¿Â½a, 23",,Barcelona,,8022,Spain,EMEA,35,Pamela Bowman,49728,4500,Sales3
10209,39,100,8,01-09-2004,Shipped,1,1,2004,Classic Cars,136,S10_4757,"Men 'R' US Retailers, Ltd.",2155554369,6047 Douglas Av.,,Los Angeles,CA,,USA,,55,Paula Hill,48334,3900,Sales3
10222,49,100,12,02-19-2004,Shipped,1,2,2004,Classic Cars,136,S10_4757,Collectable Mini Designs Co.,7605558146,361 Furth Circle,,San Diego,CA,91217,USA,,35,Pamela Bowman,49728,4900,Sales3
10248,20,100,3,05-07-2004,Cancelled,2,5,2004,Classic Cars,136,S10_4757,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,,25,Bonnie Bryant,34963,2000,Sales3
10261,27,100,1,06-17-2004,Shipped,2,6,2004,Classic Cars,136,S10_4757,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,,Montreal,Quebec,H1J 1C3,Canada,,6,Michael Klein,35889,2700,Sales3
10273,30,100,4,07-21-2004,Shipped,3,7,2004,Classic Cars,136,S10_4757,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,,Bruxelles,,B-1180,Belgium,EMEA,32,Amanda Johns,43255,3000,Sales3
